id,name,name-slug
1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel
1598,Crawler Log Folder,crawler-log-folder
1580,Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii
1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points
1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix
1593,Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings
1592,Rearrange Spaces Between Words,rearrange-spaces-between-words
1570,Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors
1605,Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums
1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period
1603,Design Parking System,design-parking-system
1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations
1584,Min Cost to Connect All Points,min-cost-to-connect-all-points
1583,Count Unhappy Friends,count-unhappy-friends
1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix
1564,Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable
1578,Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters
1554,Strings Differ by One Character,strings-differ-by-one-character
1591,Strange Printer II,strange-printer-ii
1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation
1590,Make Sum Divisible by P,make-sum-divisible-by-p
1588,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays
1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst
1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island
1567,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product
1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times
1548,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph
1563,Stone Game V,stone-game-v
1562,Find Latest Group of Size M,find-latest-group-of-size-m
1561,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get
1560,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track
1538,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array
1575,Count All Possible Routes,count-all-possible-routes
1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted
1573,Number of Ways to Split a String,number-of-ways-to-split-a-string
1572,Matrix Diagonal Sum,matrix-diagonal-sum
1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges
1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls
1551,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal
1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer
1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick
1542,Find Longest Awesome Substring,find-longest-awesome-substring
1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string
1544,Make The String Great,make-the-string-great
1522,Diameter of N-Ary Tree,diameter-of-n-ary-tree
1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid
1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array
1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes
1556,Thousand Separator,thousand-separator
1537,Get the Maximum Score,get-the-maximum-score
1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid
1535,Find the Winner of an Array Game,find-the-winner-of-an-array-game
1534,Count Good Triplets,count-good-triplets
1516,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree
1530,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs
1529,Minimum Suffix Flips,minimum-suffix-flips
1528,Shuffle String,shuffle-string
1506,Find Root of N-Ary Tree,find-root-of-n-ary-tree
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target
1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string
1540,Can Convert String in K Moves,can-convert-string-in-k-moves
1539,Kth Missing Positive Number,kth-missing-positive-number
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings
1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label
1518,Water Bottles,water-bottles
1500,Design a File Sharing System,design-a-file-sharing-system
1515,Best Position for a Service Centre,best-position-for-a-service-centre
1531,String Compression II,string-compression-ii
1513,Number of Substrings With Only 1s,number-of-substrings-with-only-1s
1512,Number of Good Pairs,number-of-good-pairs
1490,Clone N-ary Tree,clone-n-ary-tree
1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array
1525,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string
1524,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum
1523,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
1504,Count Submatrices With All Ones,count-submatrices-with-all-ones
1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank
1502,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence
1485,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer
1499,Max Value of Equation,max-value-of-equation
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition
1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k
1496,Path Crossing,path-crossing
1474,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list
1510,Stone Game IV,stone-game-iv
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree
1488,Avoid Flood in The City,avoid-flood-in-the-city
1487,Making File Names Unique,making-file-names-unique
1486,XOR Operation in an Array,xor-operation-in-an-array
1469,Find All The Lonely Nodes,find-all-the-lonely-nodes
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets
1481,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals
1480,Running Sum of 1d Array,running-sum-of-1d-array
1494,Parallel Courses II,parallel-courses-ii
1493,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element
1492,The kth Factor of n,the-kth-factor-of-n
1491,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary
1473,Paint House III,paint-house-iii
1472,Design Browser History,design-browser-history
1471,The k Strongest Values in an Array,the-k-strongest-values-in-an-array
1470,Shuffle the Array,shuffle-the-array
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts
1464,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum
1476,Subrectangle Queries,subrectangle-queries
1478,Allocate Mailboxes,allocate-mailboxes
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences
1457,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree
1456,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list
1451,Rearrange Words in a Sentence,rearrange-words-in-a-sentence
1450,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time
1463,Cherry Pickup II,cherry-pickup-ii
1462,Course Schedule IV,course-schedule-iv
1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k
1460,Make Two Arrays Equal by Reversing Sub-arrays,make-two-arrays-equal-by-reversing-sub-arrays
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away
1436,Destination City,destination-city
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree
1447,Simplified Fractions,simplified-fractions
1446,Consecutive Characters,consecutive-characters
1424,Diagonal Traverse II,diagonal-traverse-ii
1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards
1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons
1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking
1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant
1417,Reformat The String,reformat-the-string
1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other
1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string
1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer
1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies
1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid
1410,HTML Entity Parser,html-entity-parser
1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key
1408,String Matching in an Array,string-matching-in-an-array
1406,Stone Game III,stone-game-iii
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order
1416,Restore The Array,restore-the-array
1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k
1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum
1397,Find All Good Strings,find-all-good-strings
1396,Design Underground System,design-underground-system
1395,Count Number of Teams,count-number-of-teams
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array
1392,Longest Happy Prefix,longest-happy-prefix
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order
1402,Reducing Dishes,reducing-dishes
1400,Construct K Palindrome Strings,construct-k-palindrome-strings
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping
1399,Count Largest Group,count-largest-group
1383,Maximum Performance of a Team,maximum-performance-of-a-team
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix
1377,Frog Position After T Seconds,frog-position-after-t-seconds
1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees
1375,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned
1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts
1388,Pizza With 3n Slices,pizza-with-3n-slices
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value
1386,Cinema Seat Allocation,cinema-seat-allocation
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1367,Linked List in Binary Tree,linked-list-in-binary-tree
1366,Rank Teams by Votes,rank-teams-by-votes
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended
1352,Product of the Last K Numbers,product-of-the-last-k-numbers
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree
1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree
1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts
1370,Increasing Decreasing String,increasing-decreasing-string
1349,Maximum Students Taking Exam,maximum-students-taking-exam
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist
1340,Jump Game V,jump-game-v
1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix
1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options
1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters
1357,Apply Discount Every n Orders,apply-discount-every-n-orders
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance
1332,Remove Palindromic Subsequences,remove-palindromic-subsequences
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden
1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value
1324,Print Words Vertically,print-words-vertically
1323,Maximum 69 Number,maximum-69-number
1345,Jump Game IV,jump-game-iv
1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers
1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected
1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c
1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome
1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray
1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping
2227,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree
2192,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph
2269,Find the K-Beauty of a Number,find-the-k-beauty-of-a-number
1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle
1306,Jump Game III,jump-game-iii
1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits
2263,Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing
2305,Fair Distribution of Cookies,fair-distribution-of-cookies
2229,Check if an Array Is Consecutive,check-if-an-array-is-consecutive
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse
1278,Palindrome Partitioning III,palindrome-partitioning-iii
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones
1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game
1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps
1268,Search Suggestions System,search-suggestions-system
1267,Count Servers that Communicate,count-servers-that-communicate
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points
2304,Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid
2218,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles
2215,Find the Difference of Two Arrays,find-the-difference-of-two-arrays
1426,Counting Elements,counting-elements
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location
1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three
1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree
1260,Shift 2D Grid,shift-2d-grid
2189,Number of Ways to Build House of Cards,number-of-ways-to-build-house-of-cards
1618,Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen
2198,Number of Single Divisor Triplets,number-of-single-divisor-triplets
2303,Calculate Amount Paid in Taxes,calculate-amount-paid-in-taxes
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters
1254,Number of Closed Islands,number-of-closed-islands
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix
2312,Selling Pieces of Wood,selling-pieces-of-wood
2217,Find Palindrome With Fixed Length,find-palindrome-with-fixed-length
1428,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one
1250,Check If It Is a Good Array,check-if-it-is-a-good-array
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays
1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal
1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids
1429,First Unique Number,first-unique-number
1726,Tuple with Same Product,tuple-with-same-product
2309,Greatest English Letter in Upper and Lower Case,greatest-english-letter-in-upper-and-lower-case
1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability
1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares
1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters
1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation
2193,Minimum Number of Moves to Make Palindrome,minimum-number-of-moves-to-make-palindrome
2216,Minimum Deletions to Make Array Beautiful,minimum-deletions-to-make-array-beautiful
2225,Find Players With Zero or One Losses,find-players-with-zero-or-one-losses
2273,Find Resultant Array After Removing Anagrams,find-resultant-array-after-removing-anagrams
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling
1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string
1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line
2204,Distance to a Cycle in Undirected Graph,distance-to-a-cycle-in-undirected-graph
2202,Maximize the Topmost Element After K Moves,maximize-the-topmost-element-after-k-moves
1427,Perform String Shifts,perform-string-shifts
1224,Maximum Equal Frequency,maximum-equal-frequency
1223,Dice Roll Simulation,dice-roll-simulation
1222,Queens That Can Attack the King,queens-that-can-attack-the-king
1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings
1206,Design Skiplist,design-skiplist
1960,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings
2226,Maximum Candies Allocated to K Children,maximum-candies-allocated-to-k-children
2310,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k
2191,Sort the Jumbled Numbers,sort-the-jumbled-numbers
1220,Count Vowels Permutation,count-vowels-permutation
1219,Path with Maximum Gold,path-with-maximum-gold
1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference
1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position
1862,Sum of Floored Pairs,sum-of-floored-pairs
1514,Path with Maximum Probability,path-with-maximum-probability
1706,Where Will the Ball Fall,where-will-the-ball-fall
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii
1207,Unique Number of Occurrences,unique-number-of-occurrences
1916,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony
2201,Count Artifacts That Can Be Extracted,count-artifacts-that-can-be-extracted
1895,Largest Magic Square,largest-magic-square
2079,Watering Plants,watering-plants
1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies
1202,Smallest String With Swaps,smallest-string-with-swaps
1201,Ugly Number III,ugly-number-iii
1200,Minimum Absolute Difference,minimum-absolute-difference
1944,Number of Visible People in a Queue,number-of-visible-people-in-a-queue
1405,Longest Happy String,longest-happy-string
2139,Minimum Moves to Reach Target Score,minimum-moves-to-reach-target-score
1957,Delete Characters to Make Fancy String,delete-characters-to-make-fancy-string
1192,Critical Connections in a Network,critical-connections-in-a-network
1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses
1189,Maximum Number of Balloons,maximum-number-of-balloons
1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node
1954,Minimum Garden Perimeter to Collect Enough Apples,minimum-garden-perimeter-to-collect-enough-apples
2080,Range Frequency Queries,range-frequency-queries
1550,Three Consecutive Odds,three-consecutive-odds
1187,Make Array Strictly Increasing,make-array-strictly-increasing
1185,Day of the Week,day-of-the-week
1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion
1184,Distance Between Bus Stops,distance-between-bus-stops
1425,Constrained Subsequence Sum,constrained-subsequence-sum
1382,Balance a Binary Search Tree,balance-a-binary-search-tree
1390,Four Divisors,four-divisors
1507,Reformat Date,reformat-date
1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle
1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring
1176,Diet Plan Performance,diet-plan-performance
1175,Prime Arrangements,prime-arrangements
1363,Largest Multiple of Three,largest-multiple-of-three
1362,Closest Divisors,closest-divisors
1361,Validate Binary Tree Nodes,validate-binary-tree-nodes
1360,Number of Days Between Two Dates,number-of-days-between-two-dates
1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character
1169,Invalid Transactions,invalid-transactions
1236,Web Crawler,web-crawler
1172,Dinner Plate Stacks,dinner-plate-stacks
1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list
1935,Maximum Number of Words You Can Type,maximum-number-of-words-you-can-type
1155,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum
1157,Online Majority Element In Subarray,online-majority-element-in-subarray
1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring
1154,Day of the Year,day-of-the-year
1632,Rank Transform of a Matrix,rank-transform-of-a-matrix
1331,Rank Transform of an Array,rank-transform-of-an-array
1330,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value
1302,Deepest Leaves Sum,deepest-leaves-sum
1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally
1328,Break a Palindrome,break-a-palindrome
1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition
1143,Longest Common Subsequence,longest-common-subsequence
1146,Snapshot Array,snapshot-array
1145,Binary Tree Coloring Game,binary-tree-coloring-game
1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag
1316,Distinct Echo Substrings,distinct-echo-substrings
1315,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent
1314,Matrix Block Sum,matrix-block-sum
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list
1140,Stone Game II,stone-game-ii
1139,Largest 1-Bordered Square,largest-1-bordered-square
1138,Alphabet Board Path,alphabet-board-path
1137,N-th Tribonacci Number,n-th-tribonacci-number
1301,Number of Paths with Max Score,number-of-paths-with-max-score
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle
1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target
1299,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side
1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression
1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors
