id,name,name-slug
2075,Decode the Slanted Ciphertext,decode-the-slanted-ciphertext
2074,Reverse Nodes in Even Length Groups,reverse-nodes-in-even-length-groups
2073,Time Needed to Buy Tickets,time-needed-to-buy-tickets
2088,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land
2087,Minimum Cost Homecoming of a Robot in a Grid,minimum-cost-homecoming-of-a-robot-in-a-grid
2086,Minimum Number of Buckets Required to Collect Rainwater from Houses,minimum-number-of-buckets-required-to-collect-rainwater-from-houses
2085,Count Common Words With One Occurrence,count-common-words-with-one-occurrence
2065,Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph
2064,Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store
2063,Vowels of All Substrings,vowels-of-all-substrings
2062,Count Vowel Substrings of a String,count-vowel-substrings-of-a-string
2060,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings
2059,Minimum Operations to Convert Number,minimum-operations-to-convert-number
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,find-the-minimum-and-maximum-number-of-nodes-between-critical-points
2057,Smallest Index With Equal Value,smallest-index-with-equal-value
2071,Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign
2070,Most Beautiful Item for Each Query,most-beautiful-item-for-each-query
2069,Walking Robot Simulation II,walking-robot-simulation-ii
2068,Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent
2050,Parallel Courses III,parallel-courses-iii
2049,Count Nodes With the Highest Score,count-nodes-with-the-highest-score
2048,Next Greater Numerically Balanced Number,next-greater-numerically-balanced-number
2047,Number of Valid Words in a Sentence,number-of-valid-words-in-a-sentence
2045,Second Minimum Time to Reach Destination,second-minimum-time-to-reach-destination
2044,Count Number of Maximum Bitwise-OR Subsets,count-number-of-maximum-bitwise-or-subsets
2043,Simple Bank System,simple-bank-system
2042,Check if Numbers Are Ascending in a Sentence,check-if-numbers-are-ascending-in-a-sentence
2056,Number of Valid Move Combinations On Chessboard,number-of-valid-move-combinations-on-chessboard
2055,Plates Between Candles,plates-between-candles
2054,Two Best Non-Overlapping Events,two-best-non-overlapping-events
2053,Kth Distinct String in an Array,kth-distinct-string-in-an-array
2035,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference
2034,Stock Price Fluctuation ,stock-price-fluctuation
2033,Minimum Operations to Make a Uni-Value Grid,minimum-operations-to-make-a-uni-value-grid
2032,Two Out of Three,two-out-of-three
2030,Smallest K-Length Subsequence With Occurrences of a Letter,smallest-k-length-subsequence-with-occurrences-of-a-letter
2029,Stone Game IX,stone-game-ix
2028,Find Missing Observations,find-missing-observations
2027,Minimum Moves to Convert String,minimum-moves-to-convert-string
2005,Subtree Removal Game with Fibonacci Tree,subtree-removal-game-with-fibonacci-tree
2039,The Time When the Network Becomes Idle,the-time-when-the-network-becomes-idle
2040,Kth Smallest Product of Two Sorted Arrays,kth-smallest-product-of-two-sorted-arrays
2038,Remove Colored Pieces if Both Neighbors are the Same Color,remove-colored-pieces-if-both-neighbors-are-the-same-color
2037,Minimum Number of Moves to Seat Everyone,minimum-number-of-moves-to-seat-everyone
2019,The Score of Students Solving Math Expression,the-score-of-students-solving-math-expression
2018,Check if Word Can Be Placed In Crossword,check-if-word-can-be-placed-in-crossword
2017,Grid Game,grid-game
2016,Maximum Difference Between Increasing Elements,maximum-difference-between-increasing-elements
2015,Average Height of Buildings in Each Segment,average-height-of-buildings-in-each-segment
1999,Smallest Greater Multiple Made of Two Digits,smallest-greater-multiple-made-of-two-digits
2014,Longest Subsequence Repeated k Times,longest-subsequence-repeated-k-times
2013,Detect Squares,detect-squares
2012,Sum of Beauty in the Array,sum-of-beauty-in-the-array
2011,Final Value of Variable After Performing Operations,final-value-of-variable-after-performing-operations
2025,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array
2024,Maximize the Confusion of an Exam,maximize-the-confusion-of-an-exam
2023,Number of Pairs of Strings With Concatenation Equal to Target,number-of-pairs-of-strings-with-concatenation-equal-to-target
2022,Convert 1D Array Into 2D Array,convert-1d-array-into-2d-array
2003,Smallest Missing Genetic Value in Each Subtree,smallest-missing-genetic-value-in-each-subtree
2002,Maximum Product of the Length of Two Palindromic Subsequences,maximum-product-of-the-length-of-two-palindromic-subsequences
2001,Number of Pairs of Interchangeable Rectangles,number-of-pairs-of-interchangeable-rectangles
2000,Reverse Prefix of Word,reverse-prefix-of-word
1973,Count Nodes Equal to Sum of Descendants,count-nodes-equal-to-sum-of-descendants
1998,GCD Sort of an Array,gcd-sort-of-an-array
1997,First Day Where You Have Been in All the Rooms,first-day-where-you-have-been-in-all-the-rooms
1996,The Number of Weak Characters in the Game,the-number-of-weak-characters-in-the-game
1995,Count Special Quadruplets,count-special-quadruplets
1971,Find if Path Exists in Graph,find-if-path-exists-in-graph
2009,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous
2008,Maximum Earnings From Taxi,maximum-earnings-from-taxi
2007,Find Original Array From Doubled Array,find-original-array-from-doubled-array
2006,Count Number of Pairs With Absolute Difference K,count-number-of-pairs-with-absolute-difference-k
1987,Number of Unique Good Subsequences,number-of-unique-good-subsequences
1986,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks
1985,Find the Kth Largest Integer in the Array,find-the-kth-largest-integer-in-the-array
1984,Minimum Difference Between Highest and Lowest of K Scores,minimum-difference-between-highest-and-lowest-of-k-scores
1966,Binary Searchable Numbers in an Unsorted Array,binary-searchable-numbers-in-an-unsorted-array
1982,Find Array Given Subset Sums,find-array-given-subset-sums
1981,Minimize the Difference Between Target and Chosen Elements,minimize-the-difference-between-target-and-chosen-elements
1980,Find Unique Binary String,find-unique-binary-string
1979,Find Greatest Common Divisor of Array,find-greatest-common-divisor-of-array
1994,The Number of Good Subsets,the-number-of-good-subsets
1993,Operations on Tree,operations-on-tree
1992,Find All Groups of Farmland,find-all-groups-of-farmland
1991,Find the Middle Index in Array,find-the-middle-index-in-array
1970,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross
1969,Minimum Non-Zero Product of the Array Elements,minimum-non-zero-product-of-the-array-elements
1967,Number of Strings That Appear as Substrings in Word,number-of-strings-that-appear-as-substrings-in-word
1964,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position
1963,Minimum Number of Swaps to Make the String Balanced,minimum-number-of-swaps-to-make-the-string-balanced
1962,Remove Stones to Minimize the Total,remove-stones-to-minimize-the-total
1961,Check If String Is a Prefix of Array,check-if-string-is-a-prefix-of-array
1977,Number of Ways to Separate Numbers,number-of-ways-to-separate-numbers
1976,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination
1975,Maximum Matrix Sum,maximum-matrix-sum
1974,Minimum Time to Type Word Using Special Typewriter,minimum-time-to-type-word-using-special-typewriter
1955,Count Number of Special Subsequences,count-number-of-special-subsequences
1968,Array With Elements Not Equal to Average of Neighbors,array-with-elements-not-equal-to-average-of-neighbors
1953,Maximum Number of Weeks for Which You Can Work,maximum-number-of-weeks-for-which-you-can-work
1952,Three Divisors,three-divisors
2052,Minimum Cost to Separate Sentence Into Rows,minimum-cost-to-separate-sentence-into-rows
1959,Minimum Total Space Wasted With K Resizing Operations,minimum-total-space-wasted-with-k-resizing-operations
1958,Check if Move is Legal,check-if-move-is-legal
1948,Delete Duplicate Folders in System,delete-duplicate-folders-in-system
1947,Maximum Compatibility Score Sum,maximum-compatibility-score-sum
1946,Largest Number After Mutating Substring,largest-number-after-mutating-substring
1945,Sum of Digits of String After Convert,sum-of-digits-of-string-after-convert
2021,Brightest Position on Street,brightest-position-on-street
1924,Erect the Fence II,erect-the-fence-ii
1956,Minimum Time For K Virus Variants to Spread,minimum-time-for-k-virus-variants-to-spread
1950,Maximum of Minimum Values in All Subarrays,maximum-of-minimum-values-in-all-subarrays
1940,Longest Common Subsequence Between Sorted Arrays,longest-common-subsequence-between-sorted-arrays
1933,Check if String Is Decomposable Into Value-Equal Substrings,check-if-string-is-decomposable-into-value-equal-substrings
1918,Kth Smallest Subarray Sum,kth-smallest-subarray-sum
1938,Maximum Genetic Difference Query,maximum-genetic-difference-query
1937,Maximum Number of Points with Cost,maximum-number-of-points-with-cost
1936,Add Minimum Number of Rungs,add-minimum-number-of-rungs
2307,Check for Contradictions in Equations,check-for-contradictions-in-equations
1908,Game of Nim,game-of-nim
1931,Painting a Grid With Three Different Colors,painting-a-grid-with-three-different-colors
1932,Merge BSTs to Create Single BST,merge-bsts-to-create-single-bst
1930,Unique Length-3 Palindromic Subsequences,unique-length-3-palindromic-subsequences
1929,Concatenation of Array,concatenation-of-array
2297,Jump Game VIII,jump-game-viii
1943,Describe the Painting,describe-the-painting
1942,The Number of the Smallest Unoccupied Chair,the-number-of-the-smallest-unoccupied-chair
1941,Check if All Characters Have Equal Number of Occurrences,check-if-all-characters-have-equal-number-of-occurrences
1902,Depth of BST Given Insertion Order,depth-of-bst-given-insertion-order
1923,Longest Common Subpath,longest-common-subpath
1922,Count Good Numbers,count-good-numbers
1921,Eliminate Maximum Number of Monsters,eliminate-maximum-number-of-monsters
1920,Build Array from Permutation,build-array-from-permutation
1901,Find a Peak Element II,find-a-peak-element-ii
1891,Cutting Ribbons,cutting-ribbons
1915,Number of Wonderful Substrings,number-of-wonderful-substrings
1914,Cyclically Rotating a Grid,cyclically-rotating-a-grid
1913,Maximum Product Difference Between Two Pairs,maximum-product-difference-between-two-pairs
1928,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time
1927,Sum Game,sum-game
1926,Nearest Exit from Entrance in Maze,nearest-exit-from-entrance-in-maze
1925,Count Square Sum Triples,count-square-sum-triples
1885,Count Pairs in Two Arrays,count-pairs-in-two-arrays
1905,Count Sub Islands,count-sub-islands
1906,Minimum Absolute Difference Queries,minimum-absolute-difference-queries
1904,The Number of Full Rounds You Have Played,the-number-of-full-rounds-you-have-played
1903,Largest Odd Number in String,largest-odd-number-in-string
1884,Egg Drop With 2 Eggs and N Floors,egg-drop-with-2-eggs-and-n-floors
1874,Minimize Product Sum of Two Arrays,minimize-product-sum-of-two-arrays
1900,The Earliest and Latest Rounds Where Players Compete,the-earliest-and-latest-rounds-where-players-compete
1898,Maximum Number of Removable Characters,maximum-number-of-removable-characters
1899,Merge Triplets to Form Target Triplet,merge-triplets-to-form-target-triplet
1897,Redistribute Characters to Make All Strings Equal,redistribute-characters-to-make-all-strings-equal
1912,Design Movie Rental System,design-movie-rental-system
1911,Maximum Alternating Subsequence Sum,maximum-alternating-subsequence-sum
1910,Remove All Occurrences of a Substring,remove-all-occurrences-of-a-substring
1909,Remove One Element to Make the Array Strictly Increasing,remove-one-element-to-make-the-array-strictly-increasing
1868,Product of Two Run-Length Encoded Arrays,product-of-two-run-length-encoded-arrays
1889,Minimum Space Wasted From Packaging,minimum-space-wasted-from-packaging
1888,Minimum Number of Flips to Make the Binary String Alternating,minimum-number-of-flips-to-make-the-binary-string-alternating
1887,Reduction Operations to Make the Array Elements Equal,reduction-operations-to-make-the-array-elements-equal
1886,Determine Whether Matrix Can Be Obtained By Rotation,determine-whether-matrix-can-be-obtained-by-rotation
1883,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time
1882,Process Tasks Using Servers,process-tasks-using-servers
1881,Maximum Value after Insertion,maximum-value-after-insertion
1880,Check if Word Equals Summation of Two Words,check-if-word-equals-summation-of-two-words
1858,Longest Word With All Prefixes,longest-word-with-all-prefixes
1896,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression
2247,Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways
1894,Find the Student that Will Replace the Chalk,find-the-student-that-will-replace-the-chalk
1893,Check if All the Integers in a Range Are Covered,check-if-all-the-integers-in-a-range-are-covered
1852,Distinct Numbers in Each Subarray,distinct-numbers-in-each-subarray
1872,Stone Game VIII,stone-game-viii
1871,Jump Game VII,jump-game-vii
1870,Minimum Speed to Arrive on Time,minimum-speed-to-arrive-on-time
1869,Longer Contiguous Segments of Ones than Zeros,longer-contiguous-segments-of-ones-than-zeros
1842,Next Palindrome Using Same Digits,next-palindrome-using-same-digits
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible
1865,Finding Pairs With a Certain Sum,finding-pairs-with-a-certain-sum
1864,Minimum Number of Swaps to Make the Binary String Alternating,minimum-number-of-swaps-to-make-the-binary-string-alternating
1863,Sum of All Subset XOR Totals,sum-of-all-subset-xor-totals
2046,Sort Linked List Already Sorted Using Absolute Values,sort-linked-list-already-sorted-using-absolute-values
1878,Get Biggest Three Rhombus Sums in a Grid,get-biggest-three-rhombus-sums-in-a-grid
1879,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays
1877,Minimize Maximum Pair Sum in Array,minimize-maximum-pair-sum-in-array
1876,Substrings of Size Three with Distinct Characters,substrings-of-size-three-with-distinct-characters
1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph
1856,Maximum Subarray Min-Product,maximum-subarray-min-product
1855,Maximum Distance Between a Pair of Values,maximum-distance-between-a-pair-of-values
1854,Maximum Population Year,maximum-population-year
1836,Remove Duplicates From an Unsorted Linked List,remove-duplicates-from-an-unsorted-linked-list
1826,Faulty Sensor,faulty-sensor
1989,Maximum Number of People That Can Be Caught in Tag,maximum-number-of-people-that-can-be-caught-in-tag
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,minimum-adjacent-swaps-to-reach-the-kth-smallest-number
1851,Minimum Interval to Include Each Query,minimum-interval-to-include-each-query
1849,Splitting a String Into Descending Consecutive Values,splitting-a-string-into-descending-consecutive-values
1848,Minimum Distance to the Target Element,minimum-distance-to-the-target-element
1861,Rotating the Box,rotating-the-box
1860,Incremental Memory Leak,incremental-memory-leak
1859,Sorting the Sentence,sorting-the-sentence
1820,Maximum Number of Accepted Invitations,maximum-number-of-accepted-invitations
1840,Maximum Building Height,maximum-building-height
1839,Longest Substring Of All Vowels in Order,longest-substring-of-all-vowels-in-order
1838,Frequency of the Most Frequent Element,frequency-of-the-most-frequent-element
1837,Sum of Digits in Base K,sum-of-digits-in-base-k
1835,Find XOR Sum of All Pairs Bitwise AND,find-xor-sum-of-all-pairs-bitwise-and
1834,Single-Threaded CPU,single-threaded-cpu
1833,Maximum Ice Cream Bars,maximum-ice-cream-bars
1832,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram
1810,Minimum Path Cost in a Hidden Grid,minimum-path-cost-in-a-hidden-grid
1847,Closest Room,closest-room
1846,Maximum Element After Decreasing and Rearranging,maximum-element-after-decreasing-and-rearranging
1845,Seat Reservation Manager,seat-reservation-manager
1844,Replace All Digits with Characters,replace-all-digits-with-characters
1825,Finding MK Average,finding-mk-average
1824,Minimum Sideway Jumps,minimum-sideway-jumps
1823,Find the Winner of the Circular Game,find-the-winner-of-the-circular-game
1822,Sign of the Product of an Array,sign-of-the-product-of-an-array
1804,Implement Trie II (Prefix Tree),implement-trie-ii-prefix-tree
1819,Number of Different Subsequences GCDs,number-of-different-subsequences-gcds
1818,Minimum Absolute Sum Difference,minimum-absolute-sum-difference
1817,Finding the Users Active Minutes,finding-the-users-active-minutes
1816,Truncate Sentence,truncate-sentence
1794,Count Pairs of Equal Substrings With Minimum Difference,count-pairs-of-equal-substrings-with-minimum-difference
1830,Minimum Number of Operations to Make String Sorted,minimum-number-of-operations-to-make-string-sorted
1829,Maximum XOR for Each Query,maximum-xor-for-each-query
1828,Queries on Number of Points Inside a Circle,queries-on-number-of-points-inside-a-circle
1827,Minimum Operations to Make the Array Increasing,minimum-operations-to-make-the-array-increasing
1788,Maximize the Beauty of the Garden,maximize-the-beauty-of-the-garden
1808,Maximize Number of Nice Divisors,maximize-number-of-nice-divisors
1806,Minimum Number of Operations to Reinitialize a Permutation,minimum-number-of-operations-to-reinitialize-a-permutation
1807,Evaluate the Bracket Pairs of a String,evaluate-the-bracket-pairs-of-a-string
1805,Number of Different Integers in a String,number-of-different-integers-in-a-string
1778,Shortest Path in a Hidden Grid,shortest-path-in-a-hidden-grid
1798,Maximum Number of Consecutive Values You Can Make,maximum-number-of-consecutive-values-you-can-make
1802,Maximum Value at a Given Index in a Bounded Array,maximum-value-at-a-given-index-in-a-bounded-array
1801,Number of Orders in the Backlog,number-of-orders-in-the-backlog
1800,Maximum Ascending Subarray Sum,maximum-ascending-subarray-sum
1814,Count Nice Pairs in an Array,count-nice-pairs-in-an-array
1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts
1813,Sentence Similarity III,sentence-similarity-iii
1812,Determine Color of a Chessboard Square,determine-color-of-a-chessboard-square
1772,Sort Features by Popularity,sort-features-by-popularity
1793,Maximum Score of a Good Subarray,maximum-score-of-a-good-subarray
1792,Maximum Average Pass Ratio,maximum-average-pass-ratio
1791,Find Center of Star Graph,find-center-of-star-graph
1790,Check if One String Swap Can Make Strings Equal,check-if-one-string-swap-can-make-strings-equal
1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero
1786,Number of Restricted Paths From First to Last Node,number-of-restricted-paths-from-first-to-last-node
1785,Minimum Elements to Add to Form a Given Sum,minimum-elements-to-add-to-form-a-given-sum
1784,Check if Binary String Has at Most One Segment of Ones,check-if-binary-string-has-at-most-one-segment-of-ones
1762,Buildings With an Ocean View,buildings-with-an-ocean-view
1803,Count Pairs With XOR in a Range,count-pairs-with-xor-in-a-range
1799,Maximize Score After N Operations,maximize-score-after-n-operations
1797,Design Authentication Manager,design-authentication-manager
1796,Second Largest Digit in a String,second-largest-digit-in-a-string
1756,Design Most Recently Used Queue,design-most-recently-used-queue
1776,Car Fleet II,car-fleet-ii
1775,Equal Sum Arrays With Minimum Number of Operations,equal-sum-arrays-with-minimum-number-of-operations
1774,Closest Dessert Cost,closest-dessert-cost
1773,Count Items Matching a Rule,count-items-matching-a-rule
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations
1769,Minimum Number of Operations to Move All Balls to Each Box,minimum-number-of-operations-to-move-all-balls-to-each-box
1768,Merge Strings Alternately,merge-strings-alternately
1746,Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation
1782,Count Pairs Of Nodes,count-pairs-of-nodes
1781,Sum of Beauty of All Substrings,sum-of-beauty-of-all-substrings
1780,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three
1779,Find Nearest Point That Has the Same X or Y Coordinate,find-nearest-point-that-has-the-same-x-or-y-coordinate
1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph
1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag
1759,Count Number of Homogenous Substrings,count-number-of-homogenous-substrings
1758,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string
1740,Find Distance in a Binary Tree,find-distance-in-a-binary-tree
1755,Closest Subsequence Sum,closest-subsequence-sum
1754,Largest Merge Of Two Strings,largest-merge-of-two-strings
1753,Maximum Score From Removing Stones,maximum-score-from-removing-stones
1752,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated
1765,Map of Highest Peak,map-of-highest-peak
1766,Tree of Coprimes,tree-of-coprimes
1764,Form Array by Concatenating Subarrays of Another Array,form-array-by-concatenating-subarrays-of-another-array
1763,Longest Nice Substring,longest-nice-substring
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day
1745,Palindrome Partitioning IV,palindrome-partitioning-iv
1743,Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs
1724,Checking Existence of Edge Length Limited Paths II,checking-existence-of-edge-length-limited-paths-ii
1739,Building Boxes,building-boxes
1738,Find Kth Largest XOR Coordinate Value,find-kth-largest-xor-coordinate-value
1737,Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions
1736,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii
1750,Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends
1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray
1748,Sum of Unique Elements,sum-of-unique-elements
1708,Largest Subarray Length K,largest-subarray-length-k
1727,Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements
1742,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box
1725,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square
1722,Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations
1720,Decode XORed Array,decode-xored-array
1698,Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string
1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product
1734,Decode XORed Permutation,decode-xored-permutation
1733,Minimum Number of People to Teach,minimum-number-of-people-to-teach
1732,Find the Highest Altitude,find-the-highest-altitude
1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence
1712,Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays
1711,Count Good Meals,count-good-meals
1710,Maximum Units on a Truck,maximum-units-on-a-truck
1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies
1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs
1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples
1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii
1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree
1718,Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings
1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank
1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv
1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths
1696,Jump Game VI,jump-game-vi
1695,Maximum Erasure Value,maximum-erasure-value
1694,Reformat Phone Number,reformat-phone-number
1666,Change the Root of a Binary Tree,change-the-root-of-a-binary-tree
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array
1690,Stone Game VII,stone-game-vii
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers
1688,Count of Matches in Tournament,count-of-matches-in-tournament
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones
1702,Maximum Binary String After Change,maximum-binary-string-after-change
1701,Average Waiting Time,average-waiting-time
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch
1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers
1681,Minimum Incompatibility,minimum-incompatibility
1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs
1678,Goal Parser Interpretation,goal-parser-interpretation
1660,Correct a Binary Tree,correct-a-binary-tree
1675,Minimize Deviation in Array,minimize-deviation-in-array
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence
1672,Richest Customer Wealth,richest-customer-wealth
1650,Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports
1686,Stone Game VI,stone-game-vi
1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array
1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings
1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks
1664,Ways to Make a Fair Array,ways-to-make-a-fair-array
1663,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value
1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent
1644,Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii
1659,Maximize Grid Happiness,maximize-grid-happiness
1657,Determine if Two Strings Are Close,determine-if-two-strings-are-close
1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero
1656,Design an Ordered Stream,design-an-ordered-stream
1634,Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists
1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions
1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls
1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique
1646,Get Maximum in Generated Array,get-maximum-in-generated-array
1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function
1670,Design Front Middle Back Queue,design-front-middle-back-queue
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array
1669,Merge In Between Linked Lists,merge-in-between-linked-lists
1668,Maximum Repeating Substring,maximum-repeating-substring
1642,Furthest Building You Can Reach,furthest-building-you-can-reach
1641,Count Sorted Vowel Strings,count-sorted-vowel-strings
1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation
1655,Distribute Repeating Integers,distribute-repeating-integers
1654,Minimum Jumps to Reach Home,minimum-jumps-to-reach-home
1653,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced
1652,Defuse the Bomb,defuse-the-bomb
1631,Path With Minimum Effort,path-with-minimum-effort
1630,Arithmetic Subarrays,arithmetic-subarrays
1629,Slowest Key,slowest-key
1612,Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent
1626,Best Team With No Conflicts,best-team-with-no-conflicts
1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations
1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters
1602,Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree
1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary
1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character
1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points
1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency
1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities
1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome
1615,Maximal Network Rank,maximal-network-rank
1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses
1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression
1610,Maximum Number of Visible Points,maximum-number-of-visible-points
1611,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero
1609,Even Odd Tree,even-odd-tree
1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x
1586,Binary Search Tree Iterator II,binary-search-tree-iterator-ii
1622,Fancy Sequence,fancy-sequence
1728,Cat and Mouse II,cat-and-mouse-ii
1620,Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality
1621,Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments
1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests
1600,Throne Inheritance,throne-inheritance
